,Age_at_Booking,Booking_to_flight,Booking Year,Booking Month,Booking Dayofweek,Booking Is_month_end,Booking Is_month_start,Flight Month,Flight Dayofweek,Flight Is_month_end,Flight Is_month_start,distance,Class_0,Class_1,From_1,From_2,From_3,From_4,From_5,From_6,From_7,To_1,To_2,To_3,To_4,To_5,To_6,To_7,Time Label_0,Time Label_1,Time Label_2,Time Label_3,Time Label_4
4603,43,30,2016,8,2,False,False,9,4,False,False,1419.33,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4604,37,22,2016,1,4,False,False,2,5,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4605,39,17,2016,7,0,False,False,7,3,False,False,627.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4606,51,13,2016,12,4,False,False,12,3,False,False,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
4607,47,34,2016,10,2,False,False,11,1,False,False,539.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4608,73,62,2016,3,1,False,False,5,0,False,False,2057.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4609,27,16,2016,3,0,False,False,4,2,False,False,2042.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4610,35,35,2016,3,1,False,False,4,1,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4611,71,14,2016,3,3,True,False,4,3,False,False,1671.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4612,31,25,2016,11,1,False,False,12,5,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4613,42,8,2016,10,4,False,False,10,5,False,False,1073.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4614,71,8,2016,11,5,False,False,12,6,False,False,2191.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4615,19,26,2016,3,3,True,False,4,1,False,False,2191.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4616,15,12,2016,4,1,False,False,5,6,False,False,1472.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4617,40,3,2016,8,3,False,False,8,6,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4618,56,2,2016,10,3,False,False,10,5,False,False,536.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4619,52,28,2016,10,1,False,False,11,1,False,False,539.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4620,27,8,2015,12,2,False,False,1,3,False,False,1744.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4621,42,20,2016,9,3,False,False,10,2,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4622,30,5,2016,3,4,False,False,3,2,False,False,1744.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4623,70,18,2016,10,6,False,False,11,3,False,False,2054.77,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4624,50,21,2016,11,5,False,False,12,5,False,False,1472.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4625,73,26,2016,4,0,False,False,5,5,False,False,2042.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4626,34,32,2016,10,1,False,False,11,5,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
4627,51,17,2016,4,2,False,False,4,5,True,False,1419.33,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4628,21,22,2016,5,1,False,False,6,2,False,False,2054.77,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4629,79,15,2015,12,4,False,False,1,5,False,False,1568.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4630,29,15,2016,5,3,False,False,5,4,False,False,1472.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4631,55,5,2016,7,4,False,False,7,2,False,False,710.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4632,33,43,2016,6,1,False,False,7,2,False,False,710.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4633,48,18,2016,12,3,False,True,12,0,False,False,1334.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4634,54,36,2015,12,5,False,False,1,6,True,False,536.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4635,72,22,2016,9,3,False,False,10,4,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4636,77,27,2016,4,3,False,False,5,2,False,False,1671.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4637,63,18,2016,11,0,False,False,12,4,False,False,710.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4638,22,4,2016,10,6,False,False,10,3,False,False,1434.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4639,12,55,2015,11,0,False,False,1,6,False,False,710.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4640,28,24,2016,3,1,False,False,4,4,False,True,1671.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4641,47,49,2016,6,2,False,False,8,2,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4642,61,13,2016,10,1,False,False,10,0,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4643,78,34,2016,2,0,False,True,3,6,False,False,2042.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
4644,28,23,2016,6,4,False,False,7,6,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4645,42,3,2016,8,3,False,False,8,6,False,False,1334.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4646,50,9,2016,12,4,False,False,12,6,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4647,71,0,2016,10,6,False,False,10,6,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4648,59,44,2016,11,3,False,False,12,5,False,False,710.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4649,13,14,2016,8,3,False,False,8,3,False,False,2057.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4650,51,37,2016,2,1,False,False,3,3,True,False,1472.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4651,53,15,2016,1,1,False,False,2,2,False,False,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4652,27,12,2016,3,2,False,False,4,0,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4653,40,7,2016,7,3,False,False,7,3,False,False,1419.33,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4654,40,19,2015,12,1,False,False,1,6,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4655,41,26,2016,4,4,False,False,5,2,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4656,74,24,2016,8,2,False,False,8,5,False,False,991.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4657,43,32,2016,1,5,False,False,2,2,False,False,991.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4658,66,40,2015,12,2,False,False,2,0,False,False,2054.77,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4659,34,42,2015,12,3,False,False,2,3,False,False,1671.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4660,40,5,2016,9,6,False,False,9,4,True,False,2057.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4661,79,12,2016,4,1,False,False,5,6,False,True,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4662,11,24,2016,7,3,False,False,8,6,False,False,710.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4663,72,0,2016,11,3,False,False,11,3,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4664,53,27,2016,4,4,False,False,5,3,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4665,30,64,2015,11,1,False,False,1,2,False,False,710.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4666,60,9,2016,3,3,False,False,3,5,False,False,1419.33,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4667,80,0,2016,11,2,False,False,11,2,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4668,66,24,2016,5,1,False,False,6,4,False,False,1744.17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4669,61,17,2016,7,5,False,False,7,1,False,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4670,12,6,2016,11,3,False,False,11,2,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4671,32,24,2016,10,3,False,False,11,6,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4672,38,13,2016,4,3,False,False,4,2,False,False,1744.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4673,26,4,2016,7,6,False,False,7,3,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4674,16,9,2016,7,4,False,False,7,6,True,False,2054.77,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4675,58,3,2016,10,0,False,False,10,3,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4676,59,12,2016,11,0,False,False,12,5,False,False,1073.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4677,54,6,2016,3,2,False,False,3,1,False,False,1507.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4678,26,4,2016,10,3,False,False,10,0,False,False,1507.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4679,43,8,2016,8,6,False,False,8,0,False,False,2054.77,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4680,80,41,2016,2,6,False,False,4,5,False,False,627.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4681,18,39,2016,4,3,False,False,5,0,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4682,28,19,2016,8,3,False,False,9,1,False,False,1744.17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4683,34,8,2016,3,0,False,False,3,1,False,False,1568.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4684,29,11,2016,9,5,False,False,9,2,False,False,2191.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4685,77,13,2016,11,0,False,False,12,6,False,False,2042.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4686,66,58,2015,11,0,False,False,1,2,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4687,31,29,2016,8,0,False,True,8,1,False,False,1419.33,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4688,58,14,2016,11,5,False,False,12,5,False,False,1446.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4689,25,4,2016,10,1,False,False,10,5,False,False,2054.77,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4690,16,17,2016,11,0,False,False,12,3,False,False,536.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4691,17,14,2016,10,0,False,False,10,0,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4692,19,29,2016,6,5,False,False,7,6,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4693,35,16,2016,8,1,False,False,9,3,False,True,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4694,37,0,2016,5,1,False,False,5,1,False,False,2054.77,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4695,14,41,2015,12,2,False,False,2,1,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4696,36,10,2016,9,4,False,False,9,0,False,False,536.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4697,63,18,2016,5,6,False,True,5,3,False,False,710.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4698,75,28,2016,7,5,False,False,8,5,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4699,18,40,2016,9,2,False,False,10,0,True,False,1568.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4700,32,12,2016,11,1,False,False,12,6,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4701,28,7,2016,12,3,False,False,12,3,False,False,539.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4702,44,53,2016,3,5,False,False,5,2,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4703,37,46,2016,11,2,False,False,12,6,False,False,2057.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4704,51,36,2016,4,6,False,False,5,0,False,False,539.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4705,60,15,2016,8,4,False,False,8,5,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4706,19,6,2016,12,0,False,False,12,6,False,False,1491.67,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4707,62,25,2016,6,0,False,False,7,4,False,False,1744.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4708,49,17,2016,3,0,False,False,4,3,False,False,2057.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4709,64,28,2016,9,2,False,False,10,2,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4710,37,28,2016,9,3,False,False,10,3,False,False,710.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4711,60,4,2016,11,2,False,False,11,6,False,False,1568.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4712,47,12,2016,7,0,False,False,7,5,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4713,35,18,2016,12,5,False,False,12,2,False,False,1434.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4714,19,12,2016,10,6,False,False,11,4,False,False,1434.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4715,59,15,2016,7,4,False,False,7,5,False,False,1491.67,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4716,37,26,2016,11,2,True,False,12,0,False,False,539.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4717,45,33,2016,4,5,True,False,6,3,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4718,23,17,2016,1,0,False,False,2,3,False,False,1419.33,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4719,17,32,2016,11,6,False,False,12,3,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4720,43,27,2016,6,6,False,False,7,5,False,False,1073.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
4721,66,59,2016,4,3,False,False,6,6,False,False,580.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4722,42,12,2016,12,0,False,False,12,5,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4723,43,43,2016,10,3,False,False,11,4,False,False,1568.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4724,27,10,2016,6,1,False,False,6,4,False,False,1434.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4725,14,21,2016,9,3,False,False,10,3,False,False,539.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4726,38,2,2016,7,1,False,False,7,3,False,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4727,53,43,2016,1,4,False,True,2,5,False,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4728,47,29,2015,12,5,False,False,1,6,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4729,31,27,2016,5,4,False,False,6,3,False,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4730,27,43,2016,5,3,False,False,7,4,False,True,627.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4731,39,34,2016,6,2,False,True,7,1,False,False,1568.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4732,45,3,2016,2,3,False,False,2,6,False,False,1419.33,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4733,13,44,2016,4,4,False,False,5,6,False,False,1744.17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4734,54,9,2016,8,6,False,False,8,1,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4735,38,18,2016,3,2,False,False,3,6,False,False,1568.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4736,71,48,2016,4,1,False,False,5,0,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4737,24,4,2016,1,1,False,False,1,5,False,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4738,52,23,2015,12,0,False,False,1,2,False,False,2042.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4739,29,18,2016,4,3,False,False,5,0,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4740,41,10,2016,11,5,False,False,11,1,False,False,2042.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4741,46,11,2016,1,0,False,False,2,4,False,False,1434.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4742,76,33,2016,8,0,False,False,10,5,False,True,1419.33,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4743,40,9,2016,6,3,False,False,6,5,False,False,1507.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4744,52,44,2016,9,3,False,False,11,5,False,False,1073.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4745,46,25,2016,5,0,False,False,6,4,False,False,1419.33,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4746,67,29,2016,1,4,False,True,1,5,False,False,1446.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4747,26,11,2016,8,2,False,False,8,6,False,False,1073.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
4748,59,31,2016,4,4,False,False,5,0,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4749,26,29,2016,10,1,False,False,11,2,False,False,2191.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4750,43,31,2016,6,5,False,False,7,1,False,False,1472.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4751,53,35,2015,12,0,False,False,1,0,False,False,2054.77,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4752,68,44,2016,5,6,False,False,6,1,False,False,1671.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4753,48,47,2016,5,5,False,False,6,3,True,False,536.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4754,51,11,2016,4,2,False,False,5,6,False,True,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4755,65,20,2016,7,0,False,False,8,6,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4756,74,20,2016,5,0,False,False,6,6,False,False,2191.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4757,20,12,2016,3,2,False,False,3,0,False,False,2057.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4758,10,44,2015,12,5,False,False,2,0,False,False,1507.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4759,37,26,2016,5,6,False,False,6,4,False,False,1334.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4760,62,32,2016,10,1,False,False,11,5,False,False,1671.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4761,40,30,2015,12,6,False,False,1,1,False,False,1568.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4762,20,24,2016,8,0,False,False,9,3,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4763,47,13,2016,3,5,False,False,3,4,False,False,991.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4764,74,28,2016,11,3,False,False,12,3,False,False,1446.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4765,23,2,2016,1,6,False,False,1,1,False,False,580.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4766,55,18,2016,2,6,False,False,3,3,False,False,1744.17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4767,66,16,2016,2,5,False,False,2,0,True,False,1419.33,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4768,36,30,2016,9,5,False,False,10,0,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4769,16,30,2016,3,3,True,False,4,5,True,False,2054.77,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4770,76,54,2016,3,3,False,False,4,1,False,False,2191.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4771,57,2,2016,9,3,False,False,9,5,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4772,57,16,2016,9,4,False,False,9,6,False,False,1073.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4773,54,2,2016,1,3,False,False,1,5,False,False,2057.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4774,15,10,2016,11,2,True,False,12,5,False,False,1334.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4775,64,46,2016,2,0,False,False,3,4,False,False,2057.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4776,41,17,2016,7,4,False,False,7,0,False,False,1334.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4777,73,58,2016,7,5,False,False,9,0,False,False,1568.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4778,46,13,2016,11,6,False,False,11,5,False,False,536.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4779,50,20,2016,11,2,False,False,11,1,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4780,17,18,2016,7,3,False,False,7,0,False,False,991.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4781,36,11,2016,1,4,False,False,1,1,False,False,539.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
4782,38,33,2016,9,5,False,False,10,3,False,False,1073.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4783,68,4,2016,3,1,False,False,4,5,False,False,1434.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4784,62,39,2016,9,3,False,False,10,0,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4785,48,35,2016,5,4,False,False,7,4,False,True,1334.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4786,48,12,2016,5,0,False,False,6,5,False,False,1568.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4787,31,10,2016,1,0,False,False,1,3,False,False,2054.77,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4788,45,17,2016,4,5,False,False,4,1,False,False,1446.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4789,31,15,2016,5,3,False,False,6,4,False,False,627.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
4790,46,25,2015,12,2,False,False,1,6,False,False,710.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4791,26,59,2015,11,5,False,False,1,1,False,False,2054.77,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
